net profit / total assets,current assets / short-term liabilities,[(cash + short-term securities + receivables - short-term liabilities) / (operating expenses - depreciation)] * 365,sales / total assets,(gross profit + depreciation) / sales,(total liabilities * 365) / (gross profit + depreciation),sales (n) / sales (n-1),profit on operating activities / financial expenses,working capital / fixed assets,(current liabilities * 365) / cost of products sold,(current assets - inventories) / long-term liabilities,total liabilities / ((profit on operating activities + depreciation) * (12/365)),net profit / inventory,(current assets - inventory - short-term liabilities) / (sales - gross profit - depreciation),bankrupt
0.26365,8.4445,133.51,1.2649,0.21746,92.579,0.98264,2.7143,1.3891,25.392,2282.7,0.0078642,1.8842,0.29347,0
0.15677,2.7675,56.485,1.227,0.17572,310.73,1.1071,4.4485,0.50624,55.661,13.567,0.027257,1.31,0.19201,0
0.0037335,1.2519,-40.434,1.0281,0.049206,2329.6,0.89443,0.30977,0.19527,103.14,4.4562,0.14665,0.015405,0.0080144,0
0.0091745,1.1747,-76.936,1.1318,0.091198,1790.7,1.1493,0.22605,0.022718,99.665,0.785,0.16067,0.16141,0.011602,0
0.050902,1.1446,-39.292,1.0589,0.094394,1384.9,1.3131,0.54502,0.068818,67.245,0.44626,0.10614,0.24577,0.13961,0
0.12068,1.42,25.738,1.0917,0.084836,1184.6,1.0255,0.83957,1.0409,102.41,17.654,0.10234,1.3811,0.29919,0
0.038633,1.206,16.459,1.6164,0.050672,3446.9,0.9959,2.5986,0.43753,137.33,12.782,0.2637,1.6966,0.17054,0
-0.041153,1.0453,-16.758,0.99005,0.027692,6783.2,1.0063,-0.090658,0.021694,92.896,0.91024,0.30962,-0.96714,-0.12312,0
0.0094835,1.1051,-3.6888,1.0095,0.037514,2186.2,0.67643,0.086977,0.079184,66.804,4.0762,0.17811,0.17772,0.020143,0
0.10962,3.7114,192.92,0.95336,0.28306,920.45,0.99498,0.0,1.3195,104.95,1.0827,0.14157,1.157,0.34313,0
0.51872,1.34,6.9243,1.6149,0.41493,187.07,1.3969,67.633,0.18641,68.426,12.833,0.01708,7.1703,0.79003,0
0.10223,0.74988,-88.197,0.59495,0.22179,1740.4,1.0895,1128.4,-0.082111,206.44,0.42165,0.1588,2.3594,0.27568,0
0.10201,1.7048,14.299,1.0955,0.11666,1073.2,1.0482,1.0446,0.39326,68.285,1.2095,0.086399,0.73591,0.25544,0
0.016478,1.6603,-9.5118,0.70932,0.051187,8943.9,1.9444,0.46873,4.8509,310.22,1.623,0.53879,0.042943,0.14938,0
0.11394,1.2332,-43.184,1.1649,0.10232,1501.3,0.96394,0.0,0.13024,132.0,1.5913,3.1132,0.61417,0.22352,0
0.086705,0.50242,-87.65,1.1097,0.21977,693.09,1.914,1.0937,-0.23524,130.01,1.4601,0.060059,3.5377,0.75522,0
-0.19268,0.63739,-103.18,0.93288,-0.079975,-2758.2,0.95563,-1.2191,-0.26093,158.2,1.3582,-0.71753,-1.7064,-0.68658,0
0.012645,5.8525,61.123,1.112,0.054573,1543.2,0.78602,2.1331,0.90757,30.671,1.6323,0.10867,0.049272,0.01701,0
0.020907,0.371,-134.6,1.122,0.19073,3078.5,0.93846,1.132,-0.074874,150.6,0.061562,0.25217,1.1233,0.042938,0
-0.038206,0.85037,-58.173,1.5893,0.0010114,141420.0,0.74146,-0.23159,-0.18217,135.09,14.556,0.63745,-0.25416,-0.10129,0
-0.26007,0.73943,-83.602,2.0576,-0.071853,-2302.0,0.69465,0.0,-0.47984,137.82,2.4763,0.27694,-1.0413,-3.8483,0
-0.12665,1.0907,-42.321,0.87943,-0.078634,-3605.1,0.72719,-1.2226,0.030545,103.37,0.44623,-0.49107,-1.1164,-0.31177,0
0.22971,2.475,39.393,1.1873,0.22113,239.79,1.1333,2.1151,0.50064,59.614,29.429,0.020952,1.5116,0.29046,0
0.050338,1.3017,-63.512,0.99727,0.11769,1972.0,0.6179,2.6167,0.17831,134.37,0.62908,0.13688,0.20454,0.13756,0
0.07178,0.89915,-54.174,0.78929,0.21816,1116.2,0.79344,3.2889,-0.037293,142.74,0.75191,0.10401,1.1464,0.15162,0
0.084835,0.35913,-820.11,0.33941,0.69142,427.32,0.84056,2.1785,-0.15563,437.68,1.3592,0.033677,8.1621,0.11697,0
-0.037213,0.77764,-235.23,0.44055,-0.036736,-9645.2,0.64789,-0.87166,-0.089936,348.85,1.3222,10.507,-0.2993,-0.065008,0
0.1277,1.4481,13.941,1.4351,0.088988,1949.6,1.5256,0.0,3.0768,215.41,14.895,1924.6,0.66858,0.40176,0
0.03041,0.66978,-109.74,1.0986,0.16691,1570.7,0.79965,0.95516,-0.12933,170.73,0.70826,0.11995,0.53509,0.067618,0
0.17462,1.1581,-55.851,2.0338,0.090028,1373.7,1.1469,0.0,0.14275,135.76,1.1646,2.7084,0.77994,0.56171,0
0.031572,1.0337,-38.077,1.7517,0.027887,5116.2,0.95344,0.0,0.024263,95.787,1.7371,1.321,0.33031,0.10014,0
-0.14577,0.38883,-126.97,0.92804,-0.16298,-2763.6,0.58674,-1.4295,-0.16313,156.0,0.2009,-3.2639,-11.718,-0.47188,0
-0.18105,0.29761,-264.18,0.9053,-0.16846,-5744.1,2.3222,-0.95794,-0.71306,284.62,0.0417,-1.1738,-1.1007,0.12897,0
0.04988,0.30565,-258.09,1.284,0.36038,1928.3,0.8872,3.3281,-0.10675,253.21,0.11544,0.14354,23.722,0.1092,0
-0.072413,0.27562,-249.62,0.96761,-0.017905,-16446.0,0.96574,-0.54191,-0.80198,284.48,108.45,2.1776,-0.80297,-0.74245,0
0.13101,1.2335,-20.46,1.1178,0.12916,941.94,0.85675,1.1444,0.27945,122.72,7.8543,0.082045,0.70577,0.33169,0
0.016904,1.9215,37.197,1.909,0.036875,2808.1,0.7637,2.2219,0.73965,61.154,2.2879,0.20032,0.17592,0.036875,0
-0.020326,2.0268,0.22746,1.2889,0.010285,9417.9,1.1413,0.76424,0.39235,62.698,2.3139,0.20447,-0.092252,-0.030892,0
-0.053714,1.9308,49.904,1.8796,-0.0027646,-47864.0,1.2424,0.83626,1.1037,96.593,2.0541,0.049261,-0.35704,-0.1686,0
0.12598,4.6342,42.065,1.9312,0.1325,651.42,1.0606,9.1248,0.78778,22.107,0.90755,0.060658,0.67055,0.23186,0
0.001186,2.343,50.851,1.4087,0.21062,332.65,0.87277,0.0,0.80984,82.456,17.832,0.030501,0.005383,0.0016256,0
0.038908,1.5767,-8.0003,1.0824,0.19216,1637.1,0.80327,0.80524,0.14519,108.12,0.45197,0.13657,0.35664,0.094109,0
0.12251,1.4786,-12.617,1.0695,0.04906,1357.7,0.78943,0.66358,1.4362,62.226,7.3159,0.089381,0.52917,0.33547,0
0.068657,1.0394,-23.424,0.98721,0.1273,2211.0,1.1119,4.088,0.022829,142.64,2.0537,0.17183,1.0002,0.2876,0
0.00054362,0.87276,-21.067,0.99301,0.090021,2011.6,0.76188,1.007,-0.042498,94.754,2.669,0.16017,0.059378,0.0010715,0
0.020779,1.2402,-6.0754,1.0318,0.014277,6493.0,0.85202,0.1245,2.3496,95.45,447.97,0.48106,0.092093,0.083092,0
-0.059039,2.1568,-0.37739,0.15411,-0.31804,-8197.9,0.90876,-6.5423,0.044402,51.297,0.034091,-0.37627,-1.471,0.58534,0
-0.0050501,0.73565,-75.641,1.0164,0.027748,5371.0,0.91877,0.050056,-0.27907,130.11,2.7145,0.37666,-0.02931,-0.017039,0
0.078537,1.1936,-8.5864,1.8494,0.061304,1850.7,0.69234,8.8976,0.15285,84.258,2.1878,0.15526,0.66528,0.18474,0
0.044118,0.88553,-78.599,1.1746,0.23458,700.24,0.819,1.6082,-0.030701,157.4,2.5859,0.056712,0.67482,0.060445,0
-0.023859,0.27161,-133.79,0.6997,0.028473,12978.0,0.66895,-1.3554,-0.21162,135.72,0.077978,0.74737,-0.61165,-0.081816,0
0.1571,1.0855,-7.3679,1.5676,0.1803,583.12,1.1117,6.6642,0.074941,128.89,178.46,0.047391,2.7056,0.28644,0
0.29939,1.1225,-20.684,1.4053,0.42472,323.63,0.92644,4.1489,0.024419,94.209,0.84491,0.037965,7.821,0.53161,0
0.095626,1.4119,-81.633,1.1836,0.17704,916.07,1.3532,1.8125,0.2235,141.32,1.6314,0.071771,0.37619,0.16742,0
-0.16063,2.2054,16.05,1.1212,-0.044244,-3729.6,1.1104,0.0,0.52505,78.151,1.436,0.15219,-0.84439,-0.32574,0
0.007635,0.81224,-159.0,0.55524,0.056486,6851.5,0.95724,-2.6781,-0.079675,202.39,0.28635,59.276,0.042812,0.018565,0
0.1734,4.7416,87.92,1.7655,0.48555,481.27,0.82993,6.903,0.14887,44.392,0.35471,0.04824,2.8785,0.27946,0
-0.0024515,1.6575,-21.09,0.99385,0.064311,1742.9,0.62766,-0.06041,0.17099,76.685,1.6802,0.14801,-0.015039,-0.0042444,0
-0.039062,0.66869,-131.32,1.0037,-0.0092611,-44372.0,0.80814,0.091623,-0.10554,152.52,0.11284,0.50726,-0.31223,-0.13476,0
0.049407,2.5237,71.764,1.1665,0.22113,500.47,0.88573,1.4229,0.34505,86.699,3.5056,0.038871,0.42365,0.069179,0
0.12111,1.7899,22.093,2.8589,0.063469,940.66,0.93795,4.8149,0.96751,50.974,6.7128,0.081616,0.90345,0.22749,0
-0.29385,0.61653,-123.99,0.27703,-0.87896,-374.29,1.1005,-11.554,-0.1037,150.4,3.7277,-0.037804,-3.6486,-0.39164,0
-0.045722,2.6945,18.483,0.97596,0.0087865,18079.0,0.9267,-0.20221,0.75256,63.947,0.91063,0.51482,-0.16183,-0.10378,0
0.057154,1.5679,3.3142,0.96704,0.18161,1059.1,1.0958,1.8549,0.22809,109.68,1.4295,0.066628,0.44983,0.11654,0
0.0023159,1.4148,-245.43,0.66038,0.055252,6279.8,0.79584,1.2815,0.48861,261.1,0.24355,0.27635,0.0039803,0.0062215,0
-0.03741,2.8017,-4.4794,0.9477,0.049557,2607.4,0.88629,-0.79433,0.43321,54.901,1.2396,0.15604,-0.14103,-0.056298,0
0.026576,0.90583,-42.198,2.3763,0.032109,3211.4,0.91157,2.7192,-0.086994,76.502,2.8346,0.24758,0.11732,0.080853,0
0.20558,1.488,-13.853,0.86113,0.3292,248.85,1.3614,14.809,0.0949,92.894,3.644,0.021524,2.3532,0.25483,0
0.052032,0.68822,-112.16,1.2888,0.083696,2376.2,1.1381,1.6794,-0.23013,144.01,0.72367,0.18755,0.26656,0.17475,0
0.046216,1.1201,-211.56,0.99909,0.068908,4234.4,0.83999,2.7409,0.21533,239.43,0.3715,0.26549,0.078025,0.22956,0
0.010694,0.53653,-65.649,3.048,0.044603,2453.3,0.50547,1.1703,-0.70065,101.9,5.6594,0.15706,0.093158,0.12399,0
0.1238,4.9295,28.232,1.1375,0.12566,590.47,0.72773,1.3718,29.885,66.241,5.2291,0.053264,0.17923,0.23934,0
0.030946,1.2685,-50.709,2.2088,0.037731,2463.4,1.0945,0.017166,0.39996,102.84,37.674,0.18024,0.079669,0.070728,0
0.047963,4.9001,102.75,1.034,0.061639,630.2,0.85353,0.31187,2.52,39.276,160.95,0.067658,0.24639,0.057862,0
0.028477,2.2969,-39.015,0.96063,0.056629,2849.6,0.93092,3.3526,0.59769,90.259,1.0894,0.20252,0.076439,0.0495,0
0.083407,1.2623,-33.209,1.062,0.068625,3245.2,1.2621,0.53609,0.14727,89.538,0.40866,0.33777,0.42911,0.73604,0
0.0028517,4.8333,-15.081,0.97348,0.11637,878.79,0.73956,0.14187,0.27533,59.012,1.3603,0.078849,0.013719,0.0033011,0
0.0015144,10.572,89.942,0.91954,0.093186,831.94,0.94571,-0.19109,0.87146,21.724,2.1421,0.099342,0.0057424,0.0017866,0
-0.13297,0.85196,-43.968,0.8226,-0.075071,-3247.2,0.13719,-2.0211,-0.072253,121.22,1.172,-0.21703,-4.5287,-0.3094,0
0.024907,3.0891,-21.21,1.081,0.15229,3178.5,1.0762,1.001,0.30126,103.64,0.61773,0.25521,0.42446,0.051824,0
0.0022302,1.4164,-67.709,0.32828,0.065159,6278.8,1.0614,0.48072,0.10486,197.51,0.79192,0.4303,0.018563,0.0035286,0
-0.21256,0.38384,-218.17,0.71205,-0.34464,-1095.4,0.48911,-2.8809,-0.44219,243.23,1.6626,-0.10605,-1.808,-0.58241,0
0.15909,1.8285,-0.64216,1.112,0.25455,449.35,1.1415,12.164,0.14207,53.801,0.79898,0.038667,1.5673,0.24419,0
-0.11684,2.0306,-34.572,0.91847,-0.066995,-1592.1,0.97753,-0.94412,0.5053,74.952,1.9521,-0.14697,-0.33225,-0.17254,0
-0.016356,1.655,-2.0624,1.0035,0.037333,3926.6,0.86319,0.040813,0.26065,77.37,1.087,0.23888,-0.10096,-0.030077,0
0.14395,2.1632,36.128,1.0557,0.064921,751.79,1.0896,0.56536,1.6256,42.066,8.9393,0.070686,2.7148,0.2514,0
-0.30991,2.4338,-39.157,1.3146,-0.14278,-888.78,0.51059,-12.232,0.8421,55.446,0.37269,-0.09207,-0.60989,-0.57077,0
-0.067935,1.0713,-115.93,1.0436,0.036236,6936.8,0.78106,0.11989,0.01463,189.37,1.7437,0.23349,-1.0111,-0.091365,0
-0.013819,1.2081,-4.0157,1.01,0.027325,6579.8,0.77936,0.060195,0.24901,114.72,1.6592,0.36625,-0.11717,-0.087469,0
0.1676,1.1309,-17.302,1.1397,0.15594,424.66,0.89964,1.3786,0.060471,71.01,12.345,0.03731,1.5539,0.25951,0
0.18354,5.288,115.68,1.1075,0.2658,172.79,0.87841,552.93,0.69793,36.779,978.43,0.016389,2.048,0.21326,0
0.028039,1.896,38.826,1.0149,0.046024,1651.4,0.94465,0.23671,1.0201,73.133,28.129,0.13616,0.21755,0.05121,0
0.16887,0.25818,-562.24,0.6574,0.27372,1998.4,5.0045,2.2457,-0.72655,674.09,2.8581,0.12144,14.228,11.433,0
0.023539,0.97871,-40.453,0.63872,0.2752,826.18,0.78582,1.8391,-0.0056514,131.88,1.0215,0.06614,1.2195,0.039094,0
0.1065,0.52385,-75.044,1.074,0.16068,563.63,0.83352,0.87289,-0.32534,96.568,42.502,0.047585,0.97518,0.25135,0
0.094093,3.2365,108.24,1.139,0.16586,511.5,2.0639,18.896,0.6824,53.472,3.9819,0.046293,1.7428,0.12797,0
0.036908,3.6489,92.464,1.0198,0.085303,497.44,1.416,0.29298,1.0293,36.966,20.035,0.044469,1.0005,0.061435,0
0.046157,1.2215,-5.8649,1.0446,0.052347,1987.7,1.2153,0.46249,0.17857,86.17,4.4148,0.15176,1.68,0.13224,0
-0.001559,0.71236,-61.758,1.0182,0.041226,3456.1,0.99135,0.14571,-0.26218,125.14,3.6452,0.23673,-0.021406,-0.0047047,0
0.12519,0.76704,-26.932,1.1762,0.19584,367.55,0.89005,1.7415,-0.050855,74.661,5.1032,0.032492,8.0311,0.15896,0
-0.20824,1.0709,-2.7386,6.743,-0.021559,-2545.1,0.6521,-3.8102,0.6618,45.352,19.896,-0.32116,-1.9531,15.257,0
0.062873,2.5708,37.04,1.0408,0.072762,594.13,1.045,0.44743,0.69214,41.507,22.455,0.053061,0.44416,0.082557,0
0.038298,2.6651,98.695,1.0655,0.10382,664.69,0.87514,0.56608,0.57928,72.52,167.29,0.063093,0.61742,0.050583,0
0.059847,0.326,-247.64,1.1234,0.13197,2200.5,0.85183,1.144,-0.48209,316.48,8.997,0.18996,2.1006,0.14882,0
0.072977,6.4407,15.891,1.0421,0.20398,77.523,0.65513,0.86872,0.29326,14.14,12.149,0.0069137,0.41158,0.097506,0
0.10226,1.4275,-25.5,1.1976,0.23193,526.24,0.96568,1.9082,0.073592,82.184,0.94102,0.044882,1.0649,0.13633,0
0.040154,2.1789,14.561,1.6965,0.044994,2115.4,0.98273,7.178,8.8217,95.964,50.393,0.17526,0.091141,0.072008,0
0.05062,8.0698,40.584,0.74119,0.2293,203.75,0.87236,22.442,0.6025,31.548,6.2206,0.019071,0.38511,0.0,0
0.05062,8.0698,40.584,0.74119,0.2293,203.75,0.87236,22.442,0.6025,31.548,6.2206,0.019071,0.38511,0.0,0
-0.33907,0.96007,-29.61,3.4831,-0.092366,-1113.2,0.62981,-12.587,-0.28767,87.935,12.612,-0.10588,-1.3348,-18.019,0
0.044708,2.7111,48.576,2.3433,0.032463,2605.8,0.80364,5.232,2.3091,46.002,3.8624,0.20955,0.23691,0.097845,0
0.16319,0.98869,-22.574,2.957,0.073623,1039.7,1.0513,29.065,-0.010573,63.619,2.6434,0.092711,1.0719,0.4296,0
0.05036,0.93496,-75.487,1.1162,0.08781,2106.4,0.95888,1.0846,-0.040447,132.06,0.81776,0.11899,0.27003,0.20412,0
0.0792,1.8273,36.038,1.0477,0.066469,983.77,0.68313,0.45439,1.1349,62.215,17.821,0.086316,8.4778,0.13927,0
0.058277,1.457,-134.69,1.1479,0.096902,3336.9,0.94442,4.1223,0.52342,152.91,1.1943,0.25859,0.10342,-3.4428,0
0.26263,2.0869,62.056,1.9455,0.19588,351.04,1.1802,15.672,0.39363,73.517,3.1012,0.031096,5.0402,0.4146,0
0.02693,1.0573,-35.89,2.1186,0.018677,8695.1,0.96643,-9.9561,2.8331,158.07,65.823,-2.0137,0.10982,0.46958,0
0.14692,1.9797,47.815,1.0469,0.19324,2334.7,1.5682,3.0661,0.281,78.616,0.27166,0.15929,2.4357,-0.49959,0
0.018565,1.1122,-80.78,1.0333,0.051658,5167.8,0.9025,0.05189,0.039727,159.77,0.69468,1.0791,0.12026,0.037237,0
-0.0011098,1.5701,-2.5345,1.0422,0.0061791,38405.0,0.74117,-1.8141,0.4077,122.57,0.98945,3.8383,-0.0056841,-0.0034423,0
0.35042,1.1368,5.8914,1.3762,0.31426,153.04,1.1217,3.7613,0.032709,59.119,9.0993,0.013699,38.106,0.44387,0
0.071796,0.99137,-40.995,1.1605,0.15503,1273.0,1.2123,1.3024,-0.0011208,52.077,0.080854,0.096552,0.87113,0.15074,0
0.1368,1.4653,6.4035,1.2785,0.29687,267.98,0.90992,2.8917,0.079718,82.94,4.8355,0.023601,2.6934,0.16878,0
0.090947,4.1981,48.759,1.1771,0.13824,1053.3,1.0498,1.4881,0.7223,39.55,0.66587,0.077043,0.39652,0.18451,0
-0.053377,0.9735,-100.45,0.57228,-0.086833,-7824.6,0.92442,0.0,-0.0062773,144.21,0.083732,9.6388,-0.46699,0.81761,0
0.0096113,0.49191,-91.169,1.0268,0.12948,1260.6,0.93789,0.34511,-0.13182,114.16,0.62651,0.10094,0.21023,0.016215,0
0.020538,2.4953,81.747,1.0509,0.10227,1717.2,0.91849,0.48581,1.103,124.29,3.3427,0.13706,0.09045,0.033428,0
0.0089435,3.132,35.048,3.4703,0.059968,657.37,0.62043,1.5615,1.4441,22.991,3.4681,0.05574,0.067562,0.014305,0
0.035229,3.6352,55.02,1.0567,0.081426,644.95,0.53859,0.52988,0.27242,33.615,4.0628,0.059972,0.47298,0.040218,0
0.014339,0.45604,-114.94,0.87902,0.05219,4663.6,0.36601,5.3792,-0.3012,185.73,3.0925,0.4122,0.57422,0.03465,0
0.068112,4.0613,101.93,1.2442,0.089977,1189.3,0.94463,2.3612,0.84493,68.375,2.7172,0.041227,0.35183,0.091228,0
0.00053834,2.0903,41.82,0.55318,0.0023545,131850.0,1.2388,0.0,0.12037,95.874,0.3488,20.525,0.0098459,0.0010167,0
-1.0424,0.30248,-160.74,2.3667,-0.35288,-965.63,0.38161,-24.731,-3.1364,206.31,1.7104,-0.092434,-18.647,0.86184,0
0.026257,1.4477,-15.973,1.1071,0.056958,1900.7,0.8596,0.52498,0.30887,92.653,2.8584,0.1148,0.12505,0.050058,0
0.093244,1.0329,-18.88,1.148,0.12512,927.32,0.82193,24.95,0.0082299,71.443,1.4411,0.082193,1.609,0.14682,0
0.17565,1.8797,-14.007,1.0786,0.31078,598.75,0.84608,2.7955,0.29588,85.069,0.63426,0.048811,0.83779,0.35671,0
0.1711,1.5454,6.7758,1.0116,0.024736,580.49,1.0978,0.13969,0.88732,13.611,22.959,0.048809,252.0,0.52998,0
-0.034332,1.6791,19.216,1.0099,0.0075962,13498.0,1.1708,-0.10598,0.3526,61.865,1.9702,0.43558,-0.35211,-0.07048,0
0.095144,1.7838,-2.3939,1.1,0.13843,653.52,1.1808,1.0442,0.24859,62.804,1.6811,0.057332,0.58627,0.15709,0
-0.0556,1.4212,13.458,0.93655,-0.044602,-4460.4,0.91999,-0.87858,0.27055,92.211,1.1739,-0.36345,-0.74212,-0.24457,0
0.0036013,2.0585,-88.415,0.36082,0.11344,2835.7,0.77962,0.47766,0.23769,226.8,0.66346,0.18955,0.017395,0.0052806,0
-0.070278,0.86371,-137.52,0.75795,0.022559,16764.0,0.88413,0.70507,-0.16356,291.43,1.6303,0.71031,-0.37023,-0.3274,0
0.00061248,0.28324,-5926.0,0.063669,0.16614,35269.0,1.9046,-0.07191,-0.9945,5258.5,10.87,4.2553,0.40604,-0.027643,0
0.022582,1.5645,7.4583,1.6235,0.06472,1868.3,0.83695,1.6906,0.21132,53.102,1.3194,0.13614,0.23393,0.048861,0
-0.40606,1.7349,23.815,2.8896,-0.12198,-511.45,0.50069,-45.87,0.94308,45.045,7.6572,-0.047036,-6.0738,-0.80231,0
-0.20559,1.0149,-38.315,1.393,-0.10341,-844.12,0.44786,-25.022,0.0061515,67.511,5.2988,-0.081052,-2.9406,-0.3083,0
0.0025361,1.7271,-60.402,1.0085,0.0043444,33675.0,0.61392,0.068945,6.6569,107.67,3.2262,1.9276,0.0087439,0.013442,0
0.059561,0.59924,-41.013,0.99391,0.11445,741.42,0.77977,0.44359,-0.10651,60.17,0.96598,0.069115,1.2303,0.10825,0
0.16653,1.5163,17.391,1.0853,0.10383,718.5,1.2873,0.84136,0.61482,54.779,2.9083,0.058971,3.1152,0.44875,0
0.05474,3.6032,96.553,1.0281,0.082698,636.43,1.2515,0.40167,1.7304,38.346,8.3873,0.055707,1.8098,0.083181,0
0.096112,0.91115,-22.154,1.0815,0.090294,508.6,0.77014,0.59148,-0.031982,47.736,13.936,0.047244,1.0182,0.16337,0
0.0074777,1.0291,-52.569,1.0023,0.030432,5534.0,0.7322,0.11542,0.015232,96.568,0.64921,0.41962,0.040409,0.019142,0
0.062315,2.1305,1.5979,1.0911,0.16475,980.19,1.0497,1.0372,0.38023,74.976,0.76381,0.07895,0.2893,0.11893,0
0.046453,2.924,44.113,1.0424,0.071809,803.12,0.96409,0.30351,0.33695,30.724,2.4991,0.072165,0.75202,0.060064,0
0.10033,4.9023,59.086,1.1168,0.15723,176.78,0.88268,1.1378,0.37774,24.613,12.863,0.017762,0.99097,0.1169,0
0.11087,3.191,62.759,1.0893,0.12895,374.47,0.95155,0.91874,1.2288,51.022,71.643,0.034685,0.56277,0.14387,0
0.0033406,0.55911,-82.655,1.0244,0.045648,4755.3,0.94394,0.27938,-0.19797,120.76,0.40772,0.28202,0.043082,0.010012,0
0.10565,2.0967,14.001,1.1224,0.16342,491.47,0.97986,1.1816,0.53844,66.182,3.4084,0.03928,0.50628,0.16363,0
0.099895,1.6599,29.904,2.8797,0.067161,1140.8,1.6236,16.974,1.7741,65.8,27.585,0.099751,1.007,0.25257,0
0.01443,1.4114,-86.515,1.5993,0.053833,1944.0,1.1676,2.1777,0.3583,90.776,0.44967,0.14784,0.027606,0.026649,0
-0.54254,0.45831,-60.757,2.0081,-0.17244,-944.48,0.67551,-10.688,-0.44672,86.743,0.74431,-0.099606,-0.25406,-5.2182,0
0.12752,1.8678,-3.8943,2.3772,0.12064,647.14,0.96555,6.0072,0.41425,40.657,0.93487,0.048239,0.54988,0.25958,0
-0.055947,2.4964,35.7,2.5677,-0.021742,-2581.8,0.67303,0.0,0.5819,30.179,2.1963,111.04,-0.9544,-0.09246,0
0.087704,3.3452,-20.834,0.74597,0.30412,297.24,0.6971,11.639,0.21958,41.657,1.0019,0.02603,0.68307,0.10758,0
-0.17179,1.0792,-37.57,0.9718,-0.038737,-2302.2,0.78978,-0.51016,0.086684,58.997,0.8821,-0.23423,-0.51438,-0.65513,0
0.019996,1.0436,-11.552,1.1142,0.04507,3744.7,0.57586,4.4453,0.019846,103.15,1.3797,0.30343,0.54028,0.041244,0
0.17506,17.28,67.748,1.9273,0.12651,240.96,0.92575,14.75,1.2635,6.9234,2.7587,0.021604,0.79476,0.20864,0
0.013147,1.2604,-48.971,1.4727,0.036043,2376.7,0.65251,3.8131,0.13235,78.157,3.2926,0.19459,0.048219,0.020091,0
0.054873,8.5108,138.52,0.63104,0.15026,1481.1,1.3322,1.8067,1.3637,49.079,1.366,0.095479,0.23496,0.08919,0
0.0056022,3.8677,68.908,0.78058,0.032297,6340.2,1.0041,10.0,9.5714,112.75,2.9722,0.57901,0.013072,0.0099502,0
0.031835,1.2689,-11.996,2.4911,0.055148,2095.5,0.88299,1.7224,0.37258,75.762,1.5398,0.14489,0.16202,0.15066,0
-0.029551,0.7809,-452.18,0.18407,0.33452,5894.1,0.23567,0.63784,-0.209,504.52,2.2886,0.43121,-0.1011,-5.2408,0
0.023371,1.1511,-9.0723,3.4899,0.022411,3963.8,0.9435,33.049,0.23398,59.012,2.7116,0.35759,0.15249,0.15515,0
0.029052,1.0788,-16.391,4.6483,0.029057,2121.1,0.92523,2.25,0.23241,55.227,7.6818,0.16721,0.119,0.13507,0
0.057851,1.0027,-56.725,1.0068,0.10634,2400.9,0.88985,3.5069,0.00092191,98.874,0.55284,0.18038,0.41186,0.19562,0
0.14014,11.16,165.07,1.0001,0.20358,184.95,0.77103,27.501,1.0344,21.556,7.0915,0.016463,1.0137,0.15626,0
-0.049071,5.5284,44.807,1.8512,0.038209,1525.6,0.6679,-2.0422,0.62988,15.037,1.4138,0.11345,-0.38369,-0.069667,0
-0.39602,0.11149,-176.9,6.9682,-0.043706,-4621.0,0.68309,0.0,-4.4388,197.1,0.51602,1.4051,-16.506,0.13868,0
0.013477,1.2467,-48.957,1.026,0.092668,2412.6,0.68431,0.31803,0.080027,101.88,0.43781,0.19974,0.083506,0.034136,0
0.15813,7.9648,52.643,2.5647,0.092223,572.53,1.1418,13.69,2.7868,14.259,2.082,0.054336,0.51182,0.2514,0
0.13491,0.61217,-45.423,2.9501,0.066979,1322.7,0.82264,9.7281,-0.2741,63.678,0.69547,0.11209,0.91718,0.47516,0
0.047283,1.3596,-20.837,1.3727,0.059636,2731.8,0.8328,2.9573,0.095743,55.588,0.34566,0.18255,0.38666,0.12209,0
0.139,1.7225,19.574,3.068,0.085417,416.68,0.84246,34.746,0.40106,35.62,30.301,0.037495,2.8692,0.19833,0
0.12147,1.3419,9.4266,1.6334,0.086805,1755.0,0.91728,5.5845,0.31444,89.3,1.8544,0.13621,1.4246,0.38167,0
0.02724,1.4365,20.464,1.0805,0.10435,1599.5,0.80005,0.54449,0.27243,136.88,3.6319,0.12795,0.29231,0.050441,0
-0.042451,0.83446,-80.085,0.98407,0.020622,15206.0,0.95374,-0.13635,-0.073191,133.36,0.35317,0.63116,-0.35484,-0.24538,0
-0.031159,2.4407,26.777,0.76787,0.065236,3315.9,0.58986,0.06917,0.85656,116.68,1.4087,0.19392,-0.10596,-0.057181,0
0.15114,4.0528,26.975,1.2145,0.25591,134.85,0.98535,2.1728,0.53167,41.421,134.37,0.011849,0.60275,0.17741,0
-0.086166,3.1577,28.846,2.018,-0.040032,-1966.8,0.7414,-3.46,2.9115,44.902,2.5426,-0.23574,-0.24256,-0.15259,0
0.018793,3.1971,-21.474,0.64392,0.12827,2886.6,1.2954,1.3393,0.28213,56.328,0.10807,0.16723,0.081601,0.054186,0
0.15961,2.0653,-14.339,1.3014,0.26592,381.64,0.9876,3.0728,0.23236,63.555,0.78388,0.029278,0.86981,0.25937,0
-0.10461,5.3229,-12.333,0.11588,-0.52535,-1765.3,0.23104,-7.6337,1.2324,227.37,0.94307,-0.17618,-0.21396,-0.14826,0
